Source,Relation,Target,Source_Type,Target_Type,Sentence
CYP17,encodes,whereas,GENE,ENZYME,"Evidence that some of the fungal metabolites present in food and feed may act as potential endocrine disruptors is increasing. Enniatin B (ENN B) is among the emerging Fusarium mycotoxins known to contaminate cereals. In this study, the H295R and neonatal porcine Leydig cell (LC) models, and reporter gene assays (RGAs) have been used to investigate the endocrine disrupting activity of ENN B. Aspects of cell viability, cell cycle distribution, hormone production as well as the expression of key steroidogenic genes were assessed using the H295R cell model. Cell viability and hormone production levels were determined in the LC model, while cell viability and steroid hormone nuclear receptor transcriptional activity were measured using the RGAs. ENN B (0.01-100μM) was cytotoxic in the H295R and LC models used; following 48h incubation with 100μM. Flow cytometry analysis showed that ENN B exposure (0.1-25μM) led to an increased proportion of cells in the S phase at higher ENN B doses (>10μM) while cells at G0/G1 phase were reduced. At the receptor level, ENN B (0.00156-15.6μM) did not appear to induce any specific (ant) agonistic responses in reporter gene assays (RGAs), however cell viability was affected at 15.6μM. Measurement of hormone levels in H295R cells revealed that the production of progesterone, testosterone and cortisol in exposed cells were reduced, but the level of estradiol was not significantly affected. There was a general reduction of estradiol and testosterone levels in exposed LC. Only the highest dose (100μM) used had a significant effect, suggesting the observed inhibitory effect is more likely associated with the cytotoxic effect observed at this dose. Gene transcription analysis in H295R cells showed that twelve of the sixteen genes were significantly modulated (p<0.05) by ENN B (10μM) compared to the control. Genes HMGR, StAR, CYP11A, 3βHSD2 and CYP17 were downregulated, whereas the expression of CYP1A1, NR0B1, MC2R, CYP21, CYP11B1, CYP11B2 and CYP19 were upregulated. The reduction of hormones and modulation of genes at the lower dose (10μM) in the H295R cells suggests that adrenal endocrine toxicity is an important potential hazard."
CYP1A1,encodes,whereas,GENE,ENZYME,"Evidence that some of the fungal metabolites present in food and feed may act as potential endocrine disruptors is increasing. Enniatin B (ENN B) is among the emerging Fusarium mycotoxins known to contaminate cereals. In this study, the H295R and neonatal porcine Leydig cell (LC) models, and reporter gene assays (RGAs) have been used to investigate the endocrine disrupting activity of ENN B. Aspects of cell viability, cell cycle distribution, hormone production as well as the expression of key steroidogenic genes were assessed using the H295R cell model. Cell viability and hormone production levels were determined in the LC model, while cell viability and steroid hormone nuclear receptor transcriptional activity were measured using the RGAs. ENN B (0.01-100μM) was cytotoxic in the H295R and LC models used; following 48h incubation with 100μM. Flow cytometry analysis showed that ENN B exposure (0.1-25μM) led to an increased proportion of cells in the S phase at higher ENN B doses (>10μM) while cells at G0/G1 phase were reduced. At the receptor level, ENN B (0.00156-15.6μM) did not appear to induce any specific (ant) agonistic responses in reporter gene assays (RGAs), however cell viability was affected at 15.6μM. Measurement of hormone levels in H295R cells revealed that the production of progesterone, testosterone and cortisol in exposed cells were reduced, but the level of estradiol was not significantly affected. There was a general reduction of estradiol and testosterone levels in exposed LC. Only the highest dose (100μM) used had a significant effect, suggesting the observed inhibitory effect is more likely associated with the cytotoxic effect observed at this dose. Gene transcription analysis in H295R cells showed that twelve of the sixteen genes were significantly modulated (p<0.05) by ENN B (10μM) compared to the control. Genes HMGR, StAR, CYP11A, 3βHSD2 and CYP17 were downregulated, whereas the expression of CYP1A1, NR0B1, MC2R, CYP21, CYP11B1, CYP11B2 and CYP19 were upregulated. The reduction of hormones and modulation of genes at the lower dose (10μM) in the H295R cells suggests that adrenal endocrine toxicity is an important potential hazard."
NR0B1,encodes,whereas,GENE,ENZYME,"Evidence that some of the fungal metabolites present in food and feed may act as potential endocrine disruptors is increasing. Enniatin B (ENN B) is among the emerging Fusarium mycotoxins known to contaminate cereals. In this study, the H295R and neonatal porcine Leydig cell (LC) models, and reporter gene assays (RGAs) have been used to investigate the endocrine disrupting activity of ENN B. Aspects of cell viability, cell cycle distribution, hormone production as well as the expression of key steroidogenic genes were assessed using the H295R cell model. Cell viability and hormone production levels were determined in the LC model, while cell viability and steroid hormone nuclear receptor transcriptional activity were measured using the RGAs. ENN B (0.01-100μM) was cytotoxic in the H295R and LC models used; following 48h incubation with 100μM. Flow cytometry analysis showed that ENN B exposure (0.1-25μM) led to an increased proportion of cells in the S phase at higher ENN B doses (>10μM) while cells at G0/G1 phase were reduced. At the receptor level, ENN B (0.00156-15.6μM) did not appear to induce any specific (ant) agonistic responses in reporter gene assays (RGAs), however cell viability was affected at 15.6μM. Measurement of hormone levels in H295R cells revealed that the production of progesterone, testosterone and cortisol in exposed cells were reduced, but the level of estradiol was not significantly affected. There was a general reduction of estradiol and testosterone levels in exposed LC. Only the highest dose (100μM) used had a significant effect, suggesting the observed inhibitory effect is more likely associated with the cytotoxic effect observed at this dose. Gene transcription analysis in H295R cells showed that twelve of the sixteen genes were significantly modulated (p<0.05) by ENN B (10μM) compared to the control. Genes HMGR, StAR, CYP11A, 3βHSD2 and CYP17 were downregulated, whereas the expression of CYP1A1, NR0B1, MC2R, CYP21, CYP11B1, CYP11B2 and CYP19 were upregulated. The reduction of hormones and modulation of genes at the lower dose (10μM) in the H295R cells suggests that adrenal endocrine toxicity is an important potential hazard."
MC2R,encodes,whereas,GENE,ENZYME,"Evidence that some of the fungal metabolites present in food and feed may act as potential endocrine disruptors is increasing. Enniatin B (ENN B) is among the emerging Fusarium mycotoxins known to contaminate cereals. In this study, the H295R and neonatal porcine Leydig cell (LC) models, and reporter gene assays (RGAs) have been used to investigate the endocrine disrupting activity of ENN B. Aspects of cell viability, cell cycle distribution, hormone production as well as the expression of key steroidogenic genes were assessed using the H295R cell model. Cell viability and hormone production levels were determined in the LC model, while cell viability and steroid hormone nuclear receptor transcriptional activity were measured using the RGAs. ENN B (0.01-100μM) was cytotoxic in the H295R and LC models used; following 48h incubation with 100μM. Flow cytometry analysis showed that ENN B exposure (0.1-25μM) led to an increased proportion of cells in the S phase at higher ENN B doses (>10μM) while cells at G0/G1 phase were reduced. At the receptor level, ENN B (0.00156-15.6μM) did not appear to induce any specific (ant) agonistic responses in reporter gene assays (RGAs), however cell viability was affected at 15.6μM. Measurement of hormone levels in H295R cells revealed that the production of progesterone, testosterone and cortisol in exposed cells were reduced, but the level of estradiol was not significantly affected. There was a general reduction of estradiol and testosterone levels in exposed LC. Only the highest dose (100μM) used had a significant effect, suggesting the observed inhibitory effect is more likely associated with the cytotoxic effect observed at this dose. Gene transcription analysis in H295R cells showed that twelve of the sixteen genes were significantly modulated (p<0.05) by ENN B (10μM) compared to the control. Genes HMGR, StAR, CYP11A, 3βHSD2 and CYP17 were downregulated, whereas the expression of CYP1A1, NR0B1, MC2R, CYP21, CYP11B1, CYP11B2 and CYP19 were upregulated. The reduction of hormones and modulation of genes at the lower dose (10μM) in the H295R cells suggests that adrenal endocrine toxicity is an important potential hazard."
CYP21,encodes,whereas,GENE,ENZYME,"Evidence that some of the fungal metabolites present in food and feed may act as potential endocrine disruptors is increasing. Enniatin B (ENN B) is among the emerging Fusarium mycotoxins known to contaminate cereals. In this study, the H295R and neonatal porcine Leydig cell (LC) models, and reporter gene assays (RGAs) have been used to investigate the endocrine disrupting activity of ENN B. Aspects of cell viability, cell cycle distribution, hormone production as well as the expression of key steroidogenic genes were assessed using the H295R cell model. Cell viability and hormone production levels were determined in the LC model, while cell viability and steroid hormone nuclear receptor transcriptional activity were measured using the RGAs. ENN B (0.01-100μM) was cytotoxic in the H295R and LC models used; following 48h incubation with 100μM. Flow cytometry analysis showed that ENN B exposure (0.1-25μM) led to an increased proportion of cells in the S phase at higher ENN B doses (>10μM) while cells at G0/G1 phase were reduced. At the receptor level, ENN B (0.00156-15.6μM) did not appear to induce any specific (ant) agonistic responses in reporter gene assays (RGAs), however cell viability was affected at 15.6μM. Measurement of hormone levels in H295R cells revealed that the production of progesterone, testosterone and cortisol in exposed cells were reduced, but the level of estradiol was not significantly affected. There was a general reduction of estradiol and testosterone levels in exposed LC. Only the highest dose (100μM) used had a significant effect, suggesting the observed inhibitory effect is more likely associated with the cytotoxic effect observed at this dose. Gene transcription analysis in H295R cells showed that twelve of the sixteen genes were significantly modulated (p<0.05) by ENN B (10μM) compared to the control. Genes HMGR, StAR, CYP11A, 3βHSD2 and CYP17 were downregulated, whereas the expression of CYP1A1, NR0B1, MC2R, CYP21, CYP11B1, CYP11B2 and CYP19 were upregulated. The reduction of hormones and modulation of genes at the lower dose (10μM) in the H295R cells suggests that adrenal endocrine toxicity is an important potential hazard."
CYP11B1,encodes,whereas,GENE,ENZYME,"Evidence that some of the fungal metabolites present in food and feed may act as potential endocrine disruptors is increasing. Enniatin B (ENN B) is among the emerging Fusarium mycotoxins known to contaminate cereals. In this study, the H295R and neonatal porcine Leydig cell (LC) models, and reporter gene assays (RGAs) have been used to investigate the endocrine disrupting activity of ENN B. Aspects of cell viability, cell cycle distribution, hormone production as well as the expression of key steroidogenic genes were assessed using the H295R cell model. Cell viability and hormone production levels were determined in the LC model, while cell viability and steroid hormone nuclear receptor transcriptional activity were measured using the RGAs. ENN B (0.01-100μM) was cytotoxic in the H295R and LC models used; following 48h incubation with 100μM. Flow cytometry analysis showed that ENN B exposure (0.1-25μM) led to an increased proportion of cells in the S phase at higher ENN B doses (>10μM) while cells at G0/G1 phase were reduced. At the receptor level, ENN B (0.00156-15.6μM) did not appear to induce any specific (ant) agonistic responses in reporter gene assays (RGAs), however cell viability was affected at 15.6μM. Measurement of hormone levels in H295R cells revealed that the production of progesterone, testosterone and cortisol in exposed cells were reduced, but the level of estradiol was not significantly affected. There was a general reduction of estradiol and testosterone levels in exposed LC. Only the highest dose (100μM) used had a significant effect, suggesting the observed inhibitory effect is more likely associated with the cytotoxic effect observed at this dose. Gene transcription analysis in H295R cells showed that twelve of the sixteen genes were significantly modulated (p<0.05) by ENN B (10μM) compared to the control. Genes HMGR, StAR, CYP11A, 3βHSD2 and CYP17 were downregulated, whereas the expression of CYP1A1, NR0B1, MC2R, CYP21, CYP11B1, CYP11B2 and CYP19 were upregulated. The reduction of hormones and modulation of genes at the lower dose (10μM) in the H295R cells suggests that adrenal endocrine toxicity is an important potential hazard."
CYP11B2,encodes,whereas,GENE,ENZYME,"Evidence that some of the fungal metabolites present in food and feed may act as potential endocrine disruptors is increasing. Enniatin B (ENN B) is among the emerging Fusarium mycotoxins known to contaminate cereals. In this study, the H295R and neonatal porcine Leydig cell (LC) models, and reporter gene assays (RGAs) have been used to investigate the endocrine disrupting activity of ENN B. Aspects of cell viability, cell cycle distribution, hormone production as well as the expression of key steroidogenic genes were assessed using the H295R cell model. Cell viability and hormone production levels were determined in the LC model, while cell viability and steroid hormone nuclear receptor transcriptional activity were measured using the RGAs. ENN B (0.01-100μM) was cytotoxic in the H295R and LC models used; following 48h incubation with 100μM. Flow cytometry analysis showed that ENN B exposure (0.1-25μM) led to an increased proportion of cells in the S phase at higher ENN B doses (>10μM) while cells at G0/G1 phase were reduced. At the receptor level, ENN B (0.00156-15.6μM) did not appear to induce any specific (ant) agonistic responses in reporter gene assays (RGAs), however cell viability was affected at 15.6μM. Measurement of hormone levels in H295R cells revealed that the production of progesterone, testosterone and cortisol in exposed cells were reduced, but the level of estradiol was not significantly affected. There was a general reduction of estradiol and testosterone levels in exposed LC. Only the highest dose (100μM) used had a significant effect, suggesting the observed inhibitory effect is more likely associated with the cytotoxic effect observed at this dose. Gene transcription analysis in H295R cells showed that twelve of the sixteen genes were significantly modulated (p<0.05) by ENN B (10μM) compared to the control. Genes HMGR, StAR, CYP11A, 3βHSD2 and CYP17 were downregulated, whereas the expression of CYP1A1, NR0B1, MC2R, CYP21, CYP11B1, CYP11B2 and CYP19 were upregulated. The reduction of hormones and modulation of genes at the lower dose (10μM) in the H295R cells suggests that adrenal endocrine toxicity is an important potential hazard."
CYP19,encodes,whereas,GENE,ENZYME,"Evidence that some of the fungal metabolites present in food and feed may act as potential endocrine disruptors is increasing. Enniatin B (ENN B) is among the emerging Fusarium mycotoxins known to contaminate cereals. In this study, the H295R and neonatal porcine Leydig cell (LC) models, and reporter gene assays (RGAs) have been used to investigate the endocrine disrupting activity of ENN B. Aspects of cell viability, cell cycle distribution, hormone production as well as the expression of key steroidogenic genes were assessed using the H295R cell model. Cell viability and hormone production levels were determined in the LC model, while cell viability and steroid hormone nuclear receptor transcriptional activity were measured using the RGAs. ENN B (0.01-100μM) was cytotoxic in the H295R and LC models used; following 48h incubation with 100μM. Flow cytometry analysis showed that ENN B exposure (0.1-25μM) led to an increased proportion of cells in the S phase at higher ENN B doses (>10μM) while cells at G0/G1 phase were reduced. At the receptor level, ENN B (0.00156-15.6μM) did not appear to induce any specific (ant) agonistic responses in reporter gene assays (RGAs), however cell viability was affected at 15.6μM. Measurement of hormone levels in H295R cells revealed that the production of progesterone, testosterone and cortisol in exposed cells were reduced, but the level of estradiol was not significantly affected. There was a general reduction of estradiol and testosterone levels in exposed LC. Only the highest dose (100μM) used had a significant effect, suggesting the observed inhibitory effect is more likely associated with the cytotoxic effect observed at this dose. Gene transcription analysis in H295R cells showed that twelve of the sixteen genes were significantly modulated (p<0.05) by ENN B (10μM) compared to the control. Genes HMGR, StAR, CYP11A, 3βHSD2 and CYP17 were downregulated, whereas the expression of CYP1A1, NR0B1, MC2R, CYP21, CYP11B1, CYP11B2 and CYP19 were upregulated. The reduction of hormones and modulation of genes at the lower dose (10μM) in the H295R cells suggests that adrenal endocrine toxicity is an important potential hazard."
chitotriosidase,degradation,substrate,ENZYME,SUBSTRATE,The role of active site aromatic residues in substrate degradation by the human chitotriosidase
enzyme,providing,rate,ENZYME,SUBSTRATE,"Human chitotriosidase (HCHT) is a glycoside hydrolase family 18 chitinase synthesized and secreted in human macrophages thought be an innate part of the human immune system. It consists of a catalytic domain with the (β/α)8 TIM barrel fold having a large area of solvent-exposed aromatic amino acids in the active site and an additional family 14 carbohydrate-binding module. To gain further insight into enzyme functionality, especially the effect of the active site aromatic residues, we expressed two variants with mutations in subsites on either side of the catalytic acid, subsite -3 (W31A) and +2 (W218A), and compared their catalytic properties on chitin and high molecular weight chitosans. Exchange of Trp to Ala in subsite -3 resulted in a 12-fold reduction in extent of degradation and a 20-fold reduction in kcat(app) on chitin, while the values are 5-fold and 10-fold for subsite +2. Moreover, aromatic residue mutation resulted in a decrease of the rate of chitosan degradation contrasting previous observations for bacterial family 18 chitinases. Interestingly, the presence of product polymers of 40 sugar moieties and higher starts to disappear already at 8% degradation for HCHT50-W31A. Such behavior contrast that of the wild type and HCHT-W218A and resembles the action of endo-nonprocessive chitinases. Apart from providing insights into enzyme-substrate interactions in LPMOs, the present observations shed new light on possible mechanisms for electron supply during LPMO action."
HCHT,encodes,enzyme,GENE,ENZYME,"Human chitotriosidase (HCHT) is a glycoside hydrolase family 18 chitinase synthesized and secreted in human macrophages thought be an innate part of the human immune system. It consists of a catalytic domain with the (β/α)8 TIM barrel fold having a large area of solvent-exposed aromatic amino acids in the active site and an additional family 14 carbohydrate-binding module. To gain further insight into enzyme functionality, especially the effect of the active site aromatic residues, we expressed two variants with mutations in subsites on either side of the catalytic acid, subsite -3 (W31A) and +2 (W218A), and compared their catalytic properties on chitin and high molecular weight chitosans. Exchange of Trp to Ala in subsite -3 resulted in a 12-fold reduction in extent of degradation and a 20-fold reduction in kcat(app) on chitin, while the values are 5-fold and 10-fold for subsite +2. Moreover, aromatic residue mutation resulted in a decrease of the rate of chitosan degradation contrasting previous observations for bacterial family 18 chitinases. Interestingly, the presence of product polymers of 40 sugar moieties and higher starts to disappear already at 8% degradation for HCHT50-W31A. Such behavior contrast that of the wild type and HCHT-W218A and resembles the action of endo-nonprocessive chitinases. Apart from providing insights into enzyme-substrate interactions in LPMOs, the present observations shed new light on possible mechanisms for electron supply during LPMO action."
TIM,encodes,enzyme,GENE,ENZYME,"Human chitotriosidase (HCHT) is a glycoside hydrolase family 18 chitinase synthesized and secreted in human macrophages thought be an innate part of the human immune system. It consists of a catalytic domain with the (β/α)8 TIM barrel fold having a large area of solvent-exposed aromatic amino acids in the active site and an additional family 14 carbohydrate-binding module. To gain further insight into enzyme functionality, especially the effect of the active site aromatic residues, we expressed two variants with mutations in subsites on either side of the catalytic acid, subsite -3 (W31A) and +2 (W218A), and compared their catalytic properties on chitin and high molecular weight chitosans. Exchange of Trp to Ala in subsite -3 resulted in a 12-fold reduction in extent of degradation and a 20-fold reduction in kcat(app) on chitin, while the values are 5-fold and 10-fold for subsite +2. Moreover, aromatic residue mutation resulted in a decrease of the rate of chitosan degradation contrasting previous observations for bacterial family 18 chitinases. Interestingly, the presence of product polymers of 40 sugar moieties and higher starts to disappear already at 8% degradation for HCHT50-W31A. Such behavior contrast that of the wild type and HCHT-W218A and resembles the action of endo-nonprocessive chitinases. Apart from providing insights into enzyme-substrate interactions in LPMOs, the present observations shed new light on possible mechanisms for electron supply during LPMO action."
W218A,encodes,enzyme,GENE,ENZYME,"Human chitotriosidase (HCHT) is a glycoside hydrolase family 18 chitinase synthesized and secreted in human macrophages thought be an innate part of the human immune system. It consists of a catalytic domain with the (β/α)8 TIM barrel fold having a large area of solvent-exposed aromatic amino acids in the active site and an additional family 14 carbohydrate-binding module. To gain further insight into enzyme functionality, especially the effect of the active site aromatic residues, we expressed two variants with mutations in subsites on either side of the catalytic acid, subsite -3 (W31A) and +2 (W218A), and compared their catalytic properties on chitin and high molecular weight chitosans. Exchange of Trp to Ala in subsite -3 resulted in a 12-fold reduction in extent of degradation and a 20-fold reduction in kcat(app) on chitin, while the values are 5-fold and 10-fold for subsite +2. Moreover, aromatic residue mutation resulted in a decrease of the rate of chitosan degradation contrasting previous observations for bacterial family 18 chitinases. Interestingly, the presence of product polymers of 40 sugar moieties and higher starts to disappear already at 8% degradation for HCHT50-W31A. Such behavior contrast that of the wild type and HCHT-W218A and resembles the action of endo-nonprocessive chitinases. Apart from providing insights into enzyme-substrate interactions in LPMOs, the present observations shed new light on possible mechanisms for electron supply during LPMO action."
HCHT-W218A,encodes,enzyme,GENE,ENZYME,"Human chitotriosidase (HCHT) is a glycoside hydrolase family 18 chitinase synthesized and secreted in human macrophages thought be an innate part of the human immune system. It consists of a catalytic domain with the (β/α)8 TIM barrel fold having a large area of solvent-exposed aromatic amino acids in the active site and an additional family 14 carbohydrate-binding module. To gain further insight into enzyme functionality, especially the effect of the active site aromatic residues, we expressed two variants with mutations in subsites on either side of the catalytic acid, subsite -3 (W31A) and +2 (W218A), and compared their catalytic properties on chitin and high molecular weight chitosans. Exchange of Trp to Ala in subsite -3 resulted in a 12-fold reduction in extent of degradation and a 20-fold reduction in kcat(app) on chitin, while the values are 5-fold and 10-fold for subsite +2. Moreover, aromatic residue mutation resulted in a decrease of the rate of chitosan degradation contrasting previous observations for bacterial family 18 chitinases. Interestingly, the presence of product polymers of 40 sugar moieties and higher starts to disappear already at 8% degradation for HCHT50-W31A. Such behavior contrast that of the wild type and HCHT-W218A and resembles the action of endo-nonprocessive chitinases. Apart from providing insights into enzyme-substrate interactions in LPMOs, the present observations shed new light on possible mechanisms for electron supply during LPMO action."
monooxygenase:,coupling,chitin-active,ENZYME,SUBSTRATE,Mechanistic basis of substrate-O2 coupling within a chitin-active lytic polysaccharide monooxygenase: An integrated NMR/EPR study
parameters,AA10,of,ENZYME,SUBSTRATE,"Lytic polysaccharide monooxygenases (LPMOs) have a unique ability to activate molecular oxygen for subsequent oxidative cleavage of glycosidic bonds. To provide insight into the mode of action of these industrially important enzymes, we have performed an integrated NMR/electron paramagnetic resonance (EPR) study into the detailed aspects of an AA10 LPMO-substrate interaction. Using NMR spectroscopy, we have elucidated the solution-phase structure of apo-BlLPMO10A from Bacillus licheniformis, along with solution-phase structural characterization of the Cu(I)-LPMO, showing that the presence of the metal has minimal effects on the overall protein structure. We have, moreover, used paramagnetic relaxation enhancement (PRE) to characterize Cu(II)-LPMO by NMR spectroscopy. In addition, a multifrequency continuous-wave (CW)-EPR and 15N-HYSCORE spectroscopy study on the uniformly isotope-labeled 63Cu(II)-bound 15N-BlLPMO10A along with its natural abundance isotopologue determined copper spin-Hamiltonian parameters for LPMOs to markedly improved accuracy. The data demonstrate that large changes in the Cu(II) spin-Hamiltonian parameters are induced upon binding of the substrate. These changes arise from a rearrangement of the copper coordination sphere from a five-coordinate distorted square pyramid to one which is four-coordinate near-square planar. There is also a small reduction in metal-ligand covalency and an attendant increase in the d(x2-y2) character/energy of the singly occupied molecular orbital (SOMO), which we propose from density functional theory (DFT) calculations predisposes the copper active site for the formation of a stable Cu-O2 intermediate. This switch in orbital character upon addition of chitin provides a basis for understanding the coupling of substrate binding with O2 activation in chitin-active AA10 LPMOs."
EPR,encodes,parameters,GENE,ENZYME,"Lytic polysaccharide monooxygenases (LPMOs) have a unique ability to activate molecular oxygen for subsequent oxidative cleavage of glycosidic bonds. To provide insight into the mode of action of these industrially important enzymes, we have performed an integrated NMR/electron paramagnetic resonance (EPR) study into the detailed aspects of an AA10 LPMO-substrate interaction. Using NMR spectroscopy, we have elucidated the solution-phase structure of apo-BlLPMO10A from Bacillus licheniformis, along with solution-phase structural characterization of the Cu(I)-LPMO, showing that the presence of the metal has minimal effects on the overall protein structure. We have, moreover, used paramagnetic relaxation enhancement (PRE) to characterize Cu(II)-LPMO by NMR spectroscopy. In addition, a multifrequency continuous-wave (CW)-EPR and 15N-HYSCORE spectroscopy study on the uniformly isotope-labeled 63Cu(II)-bound 15N-BlLPMO10A along with its natural abundance isotopologue determined copper spin-Hamiltonian parameters for LPMOs to markedly improved accuracy. The data demonstrate that large changes in the Cu(II) spin-Hamiltonian parameters are induced upon binding of the substrate. These changes arise from a rearrangement of the copper coordination sphere from a five-coordinate distorted square pyramid to one which is four-coordinate near-square planar. There is also a small reduction in metal-ligand covalency and an attendant increase in the d(x2-y2) character/energy of the singly occupied molecular orbital (SOMO), which we propose from density functional theory (DFT) calculations predisposes the copper active site for the formation of a stable Cu-O2 intermediate. This switch in orbital character upon addition of chitin provides a basis for understanding the coupling of substrate binding with O2 activation in chitin-active AA10 LPMOs."
AA10,encodes,parameters,GENE,ENZYME,"Lytic polysaccharide monooxygenases (LPMOs) have a unique ability to activate molecular oxygen for subsequent oxidative cleavage of glycosidic bonds. To provide insight into the mode of action of these industrially important enzymes, we have performed an integrated NMR/electron paramagnetic resonance (EPR) study into the detailed aspects of an AA10 LPMO-substrate interaction. Using NMR spectroscopy, we have elucidated the solution-phase structure of apo-BlLPMO10A from Bacillus licheniformis, along with solution-phase structural characterization of the Cu(I)-LPMO, showing that the presence of the metal has minimal effects on the overall protein structure. We have, moreover, used paramagnetic relaxation enhancement (PRE) to characterize Cu(II)-LPMO by NMR spectroscopy. In addition, a multifrequency continuous-wave (CW)-EPR and 15N-HYSCORE spectroscopy study on the uniformly isotope-labeled 63Cu(II)-bound 15N-BlLPMO10A along with its natural abundance isotopologue determined copper spin-Hamiltonian parameters for LPMOs to markedly improved accuracy. The data demonstrate that large changes in the Cu(II) spin-Hamiltonian parameters are induced upon binding of the substrate. These changes arise from a rearrangement of the copper coordination sphere from a five-coordinate distorted square pyramid to one which is four-coordinate near-square planar. There is also a small reduction in metal-ligand covalency and an attendant increase in the d(x2-y2) character/energy of the singly occupied molecular orbital (SOMO), which we propose from density functional theory (DFT) calculations predisposes the copper active site for the formation of a stable Cu-O2 intermediate. This switch in orbital character upon addition of chitin provides a basis for understanding the coupling of substrate binding with O2 activation in chitin-active AA10 LPMOs."
PRE,encodes,parameters,GENE,ENZYME,"Lytic polysaccharide monooxygenases (LPMOs) have a unique ability to activate molecular oxygen for subsequent oxidative cleavage of glycosidic bonds. To provide insight into the mode of action of these industrially important enzymes, we have performed an integrated NMR/electron paramagnetic resonance (EPR) study into the detailed aspects of an AA10 LPMO-substrate interaction. Using NMR spectroscopy, we have elucidated the solution-phase structure of apo-BlLPMO10A from Bacillus licheniformis, along with solution-phase structural characterization of the Cu(I)-LPMO, showing that the presence of the metal has minimal effects on the overall protein structure. We have, moreover, used paramagnetic relaxation enhancement (PRE) to characterize Cu(II)-LPMO by NMR spectroscopy. In addition, a multifrequency continuous-wave (CW)-EPR and 15N-HYSCORE spectroscopy study on the uniformly isotope-labeled 63Cu(II)-bound 15N-BlLPMO10A along with its natural abundance isotopologue determined copper spin-Hamiltonian parameters for LPMOs to markedly improved accuracy. The data demonstrate that large changes in the Cu(II) spin-Hamiltonian parameters are induced upon binding of the substrate. These changes arise from a rearrangement of the copper coordination sphere from a five-coordinate distorted square pyramid to one which is four-coordinate near-square planar. There is also a small reduction in metal-ligand covalency and an attendant increase in the d(x2-y2) character/energy of the singly occupied molecular orbital (SOMO), which we propose from density functional theory (DFT) calculations predisposes the copper active site for the formation of a stable Cu-O2 intermediate. This switch in orbital character upon addition of chitin provides a basis for understanding the coupling of substrate binding with O2 activation in chitin-active AA10 LPMOs."
SOMO,encodes,parameters,GENE,ENZYME,"Lytic polysaccharide monooxygenases (LPMOs) have a unique ability to activate molecular oxygen for subsequent oxidative cleavage of glycosidic bonds. To provide insight into the mode of action of these industrially important enzymes, we have performed an integrated NMR/electron paramagnetic resonance (EPR) study into the detailed aspects of an AA10 LPMO-substrate interaction. Using NMR spectroscopy, we have elucidated the solution-phase structure of apo-BlLPMO10A from Bacillus licheniformis, along with solution-phase structural characterization of the Cu(I)-LPMO, showing that the presence of the metal has minimal effects on the overall protein structure. We have, moreover, used paramagnetic relaxation enhancement (PRE) to characterize Cu(II)-LPMO by NMR spectroscopy. In addition, a multifrequency continuous-wave (CW)-EPR and 15N-HYSCORE spectroscopy study on the uniformly isotope-labeled 63Cu(II)-bound 15N-BlLPMO10A along with its natural abundance isotopologue determined copper spin-Hamiltonian parameters for LPMOs to markedly improved accuracy. The data demonstrate that large changes in the Cu(II) spin-Hamiltonian parameters are induced upon binding of the substrate. These changes arise from a rearrangement of the copper coordination sphere from a five-coordinate distorted square pyramid to one which is four-coordinate near-square planar. There is also a small reduction in metal-ligand covalency and an attendant increase in the d(x2-y2) character/energy of the singly occupied molecular orbital (SOMO), which we propose from density functional theory (DFT) calculations predisposes the copper active site for the formation of a stable Cu-O2 intermediate. This switch in orbital character upon addition of chitin provides a basis for understanding the coupling of substrate binding with O2 activation in chitin-active AA10 LPMOs."
DFT,encodes,parameters,GENE,ENZYME,"Lytic polysaccharide monooxygenases (LPMOs) have a unique ability to activate molecular oxygen for subsequent oxidative cleavage of glycosidic bonds. To provide insight into the mode of action of these industrially important enzymes, we have performed an integrated NMR/electron paramagnetic resonance (EPR) study into the detailed aspects of an AA10 LPMO-substrate interaction. Using NMR spectroscopy, we have elucidated the solution-phase structure of apo-BlLPMO10A from Bacillus licheniformis, along with solution-phase structural characterization of the Cu(I)-LPMO, showing that the presence of the metal has minimal effects on the overall protein structure. We have, moreover, used paramagnetic relaxation enhancement (PRE) to characterize Cu(II)-LPMO by NMR spectroscopy. In addition, a multifrequency continuous-wave (CW)-EPR and 15N-HYSCORE spectroscopy study on the uniformly isotope-labeled 63Cu(II)-bound 15N-BlLPMO10A along with its natural abundance isotopologue determined copper spin-Hamiltonian parameters for LPMOs to markedly improved accuracy. The data demonstrate that large changes in the Cu(II) spin-Hamiltonian parameters are induced upon binding of the substrate. These changes arise from a rearrangement of the copper coordination sphere from a five-coordinate distorted square pyramid to one which is four-coordinate near-square planar. There is also a small reduction in metal-ligand covalency and an attendant increase in the d(x2-y2) character/energy of the singly occupied molecular orbital (SOMO), which we propose from density functional theory (DFT) calculations predisposes the copper active site for the formation of a stable Cu-O2 intermediate. This switch in orbital character upon addition of chitin provides a basis for understanding the coupling of substrate binding with O2 activation in chitin-active AA10 LPMOs."
chitinase,energies,substrate,ENZYME,SUBSTRATE,Determination of substrate binding energies in individual subsites of a family 18 chitinase
